Context,ID,RU (Original),EN,ES,TR,AR
Frontend Label,game/FeedCardItem.tsx,"{ e.stopPropagation(); setViewMode('DETAILS'); }} className=""text-slate-400 hover:text-white text-[9px] uppercase font-bold flex items-center gap-1 h-full px-1 hover:bg-white/5 rounded"">← Назад",,,,
Frontend Label,game/FeedCardItem.tsx,{transactionMode === 'BUY' ? 'Покупка' : 'Продажа'},,,,
Frontend Label,game/FeedCardItem.tsx,"{ e.stopPropagation(); setTransactionMode('BUY'); }}
                                                disabled={!canControl} // Bystander cannot switch to BUY
                                                className={`flex-1 py-1.5 text-[10px] font-bold uppercase tracking-wider rounded-md transition-all
                                                    ${transactionMode === 'BUY' ? 'bg-indigo-600 text-white shadow-md' : 'text-slate-400 hover:text-slate-300'}
                                                    ${!canControl ? 'opacity-50 cursor-not-allowed' : ''}
                                                `}
                                            >
                                                Купить",,,,
Frontend Label,game/FeedCardItem.tsx,"{ e.stopPropagation(); setTransactionMode('SELL'); }}
                                                className={`flex-1 py-1.5 text-[10px] font-bold uppercase tracking-wider rounded-md transition-all
                                                    ${transactionMode === 'SELL' ? 'bg-emerald-600 text-white shadow-md' : 'text-slate-400 hover:text-slate-300'}
                                                `}
                                            >
                                                Продать",,,,
Frontend Label,game/FeedCardItem.tsx,Количество,,,,
Frontend Label,game/FeedCardItem.tsx,Партнеры,,,,
Frontend Label,game/FeedCardItem.tsx,Цена {isMLM ? 'за партнера' : 'за шт.'},,,,
Frontend Label,game/FeedCardItem.tsx,Требуется Кредит,,,,
Frontend Label,game/FeedCardItem.tsx,Лимит превышен,,,,
Frontend Label,game/FeedCardItem.tsx,"{
                                // CRITICAL: Only card owner can buy (except when selling)
                                if (transactionMode === 'BUY' && !canControl) return true;

                                const maxLoan = Math.max(0, Math.floor((me?.cashflow || 0) / 100) * 1000);
                                const loanAmount = Math.ceil(loanNeeded / 1000) * 1000;

                                // Validation: Disable if unaffordable loan AND NOT Mandatory
                                // Mandatory cards must allow clicking to trigger ""Force Pay / Bankrupt"" backend logic
                                const isMandatory = card.type === 'EXPENSE' || card.mandatory;

                                return transactionMode === 'BUY' && loanNeeded > 0 && loanAmount > maxLoan && !me?.isFastTrack && !isMandatory;
                            })()}
                            onClick={(e) => {
                                e.stopPropagation();
                                console.log(`[Transaction] Button Clicked. Mode: ${transactionMode}, Qty: ${stockQty}`);
                                if (transactionMode === 'BUY') {
                                    if (loanNeeded > 0) {
                                        console.log('[Transaction] Loan Needed');
                                        if (card.type === 'EXPENSE') {
                                            alert('У вас недостаточно средств! (Требуется кредит)');
                                        }
                                        const amount = Math.ceil(loanNeeded / 1000) * 1000;
                                        setPendingLoan({ amount, quantity: stockQty });
                                        setShowLoanConfirm(true);
                                    } else {
                                        console.log('[Transaction] Direct Buy');
                                        socket.emit('buy_asset', { roomId, quantity: stockQty, cardId: card.id });
                                        // Switch to RESULT view for feedback
                                        setViewMode('RESULT');
                                        setTimeLeft(10); // 10s countdown
                                        // Delay dismiss
                                        setTimeout(() => {
                                            // onDismiss will be called by user or timer?
                                            // Actually timer is running.
                                            // Result view has ""Close"" button.
                                        }, 10000);
                                    }
                                } else {
                                    // MARKET SELL or STOCK SELL
                                    console.log('[Transaction] Selling');
                                    if (card.type === 'MARKET') {
                                        socket.emit('sell_asset', { roomId });
                                    } else {
                                        socket.emit('sell_stock', { roomId, quantity: stockQty });
                                    }

                                    // Switch to RESULT view like Buy does - don't auto-dismiss
                                    setViewMode('RESULT');
                                    setTimeLeft(10); // 10s countdown
                                }
                            }}
                            className={`w-full py-2.5 rounded-lg text-xs font-black uppercase tracking-widest shadow-lg transition-transform active:scale-[0.98] disabled:opacity-50 disabled:grayscale disabled:pointer-events-none
                                ${transactionMode === 'SELL' ? 'bg-gradient-to-r from-blue-600 to-indigo-600 hover:from-blue-500 hover:to-indigo-500 text-white' : loanNeeded > 0 ? 'bg-gradient-to-r from-yellow-600 to-amber-600 hover:from-yellow-500 hover:to-amber-500 text-white' : 'bg-gradient-to-r from-green-600 to-emerald-600 hover:from-green-500 hover:to-emerald-500 text-white'}\n                            `}
                        >
                            {transactionMode === 'SELL' ? '💵 Продать' : loanNeeded > 0 ? '💰 Кредит и Купить' : '✅ Подтвердить'}",,,,
Frontend Label,game/FeedCardItem.tsx,"setShowTransfer(false)}
                            className=""mt-4 text-slate-500 hover:text-white text-xs underline""
                        >
                            Отмена",,,,
Frontend Label,game/FeedCardItem.tsx,сетевой,,,,
Frontend Label,game/FeedCardItem.tsx,партнер,,,,
Frontend Label,game/FeedCardItem.tsx,">
                                                Продать
                                                {isTutorial && tutorialStep === 2 && <TutorialTip text=",,,,
Frontend Label,game/FeedCardItem.tsx,🎲 Бросить,,,,
Frontend Label,game/FeedCardItem.tsx,1. Купите акции!,,,,
Frontend Label,game/FeedCardItem.tsx,Отказаться,,,,
Frontend Label,game/FeedCardItem.tsx,">
                                    Малая (до $5k)
                                    {isTutorial && tutorialStep === 1 && <TutorialTip text=",,,,
Frontend Label,game/FeedCardItem.tsx,Продано!,,,,
Frontend Label,game/FeedCardItem.tsx,Оплачено!,,,,
Frontend Label,game/FeedCardItem.tsx,Успешно!,,,,
Frontend Label,game/FeedCardItem.tsx,Вы успешно продали ${card.title || card.symbol ||,,,,
Frontend Label,game/FeedCardItem.tsx,Вы оплатили: ${card.title ||,,,,
Frontend Label,game/FeedCardItem.tsx,Вы приобрели: ${card.title || card.symbol ||,,,,
Frontend Label,game/FeedCardItem.tsx,Покупка,,,,
Frontend Label,game/FeedCardItem.tsx,Продажа,,,,
Frontend Label,game/FeedCardItem.tsx,>Цена {isMLM ?,,,,
Frontend Label,game/FeedCardItem.tsx,за шт.,,,,
Frontend Label,game/FeedCardItem.tsx,">
                                                            Макс. кредит: <span className=",,,,
Frontend Label,game/FeedCardItem.tsx,У вас недостаточно средств! (Требуется кредит),,,,
Frontend Label,game/FeedCardItem.tsx,💵 Продать,,,,
Frontend Label,game/FeedCardItem.tsx,💰 Кредит и Купить,,,,
Frontend Label,game/FeedCardItem.tsx,✅ Подтвердить,,,,
Frontend Label,game/FeedCardItem.tsx,Подтвердите действие,,,,
Frontend Label,game/FeedCardItem.tsx,Взять кредит $${pendingLoan?.amount.toLocaleString()} для покупки?,,,,
Frontend Label,game/FeedCardItem.tsx,Взять кредит,,,,
Frontend Label,game/FiredView.tsx,Заболел,,,,
Frontend Label,game/FiredView.tsx,Другой игрок принимает решение...,,,,
Frontend Label,game/FiredView.tsx,Оплата прошла,,,,
Frontend Label,game/FiredView.tsx,Продолжить,,,,
Frontend Label,game/FiredView.tsx,Заболел!,,,,
Frontend Label,game/FiredView.tsx,Непредвиденные расходы,,,,
Frontend Label,game/FiredView.tsx,Вам необходимо оплатить расходы для продолжения игры.,,,,
Frontend Label,game/FiredView.tsx,Пропуск 2 ходов (Бесплатно),,,,
Frontend Label,game/FiredView.tsx,1 Месяц,,,,
Frontend Label,game/FiredView.tsx,Пропуск 1 хода,,,,
Frontend Label,game/FiredView.tsx,2 Месяца,,,,
Frontend Label,game/FiredView.tsx,Продолжить игру (Без пропуска),,,,
Frontend Label,game/FiredView.tsx,"handleChoice('BANKRUPT')} className=""text-red-500/50 text-[9px] mt-2 uppercase hover:text-red-400 transition-colors py-1"">
                        Объявить банкротство",,,,
Frontend Label,game/FiredView.tsx,"Вы уверены, что хотите объявить банкротство? Это сбросит ваши активы.",,,,
Frontend Label,game/FiredView.tsx,Вы оплатили расходы за 2 месяца. Вы продолжаете игру!,,,,
Frontend Label,game/FiredView.tsx,Вы оплатили расходы за 1 месяц. Вы пропускаете 1 ход.,,,,
Frontend Label,game/FiredView.tsx,Вы пропускаете 2 хода.,,,,
Frontend Label,game/MenuModal.tsx,Настройки,,,,
Frontend Label,game/MenuModal.tsx,Состояние Колод,,,,
Frontend Label,game/MenuModal.tsx,Мелкие Deals,,,,
Frontend Label,game/MenuModal.tsx,Крупные Deals,,,,
Frontend Label,game/MenuModal.tsx,Рынок Market,,,,
Frontend Label,game/MenuModal.tsx,Расходы Expense,,,,
Frontend Label,game/MenuModal.tsx,Зеленый баланс,,,,
Frontend Label,game/MenuModal.tsx,Купить аватар,,,,
Frontend Label,game/MenuModal.tsx,Звук эффектов,,,,
Frontend Label,game/MenuModal.tsx,{isMuted ? 'Выключен' : 'Включен'},,,,
Frontend Label,game/MenuModal.tsx,Масштаб текста,,,,
Frontend Label,game/MenuModal.tsx,Правила Игры,,,,
Frontend Label,game/MenuModal.tsx,Перевернуть экран,,,,
Frontend Label,game/MenuModal.tsx,Покинуть Комнату,,,,
Frontend Label,game/MenuModal.tsx,Меню Организатора,,,,
Frontend Label,game/MenuModal.tsx,ЗАВЕРШИТЬ ИГРУ,,,,
Frontend Label,game/MenuModal.tsx,❌ ОТМЕНИТЬ ИГРУ,,,,
Frontend Label,game/MenuModal.tsx,Пропустить ход,,,,
Frontend Label,game/MenuModal.tsx,Выгнать,,,,
Frontend Label,game/MenuModal.tsx,Перетасовать карты,,,,
Frontend Label,game/MenuModal.tsx,Выключен,,,,
Frontend Label,game/MenuModal.tsx,Включен,,,,
Frontend Label,game/PlayerCard.tsx,{player.professionName || 'Игрок'},,,,
Frontend Label,game/PlayerCard.tsx,Нал,,,,
Frontend Label,game/PlayerCard.tsx,ДП,,,,
Frontend Label,game/PlayerCard.tsx,РАЗОРЕН,,,,
Frontend Label,game/ReadyModal.tsx,Вы готовы? 🚀,,,,
Frontend Label,game/ReadyModal.tsx,Ваша Мечта,,,,
Frontend Label,game/ReadyModal.tsx,Ваше Имя в игре,,,,
Frontend Label,game/ReadyModal.tsx,"setName(e.target.value)}
                            className=""w-full bg-slate-900 border border-slate-700 focus:border-green-500 rounded-xl px-4 py-3 text-white outline-none transition-all font-bold text-lg""
                            placeholder=""Введите имя...""
                        />",,,,
Frontend Label,game/ReadyModal.tsx,"onConfirm(name)}
                            className=""w-full bg-gradient-to-r from-green-500 to-emerald-600 hover:from-green-400 hover:to-emerald-500 text-white py-4 rounded-xl font-black text-lg shadow-lg shadow-green-900/20 transform hover:-translate-y-0.5 active:scale-95 transition-all""
                        >
                            ПОГНАЛИ!",,,,
Frontend Label,game/ReadyModal.tsx,Введите имя...,,,,
Frontend Label,game/RulesModal.tsx,"{card.type === 'DEAL_SMALL' ? 'Малая сделка' :
                            card.type === 'DEAL_BIG' ? 'Крупная сделка' :
                                card.type === 'MARKET' ? 'Рынок' : 'Расход'}",,,,
Frontend Label,game/RulesModal.tsx,Предлагают: ${card.offerPrice.toLocaleString()},,,,
Frontend Label,game/RulesModal.tsx,+${card.cashflow}/мес,,,,
Frontend Label,game/RulesModal.tsx,💡 Философия MONEO,,,,
Frontend Label,game/RulesModal.tsx,"— это симулятор жизни и финансов. За одну игру вы сможете осознать то, что в обычной жизни требует долгих лет опыта.",,,,
Frontend Label,game/RulesModal.tsx,нет жестких скриптов,,,,
Frontend Label,game/RulesModal.tsx,". Правила существуют лишь как механика, но каждый сам решает, как ими пользоваться и какую стратегию выбирать.",,,,
Frontend Label,game/RulesModal.tsx,Каждая игра уникальна,,,,
Frontend Label,game/RulesModal.tsx,ВАС,,,,
Frontend Label,game/RulesModal.tsx,". Вы сами создаете игру, которая нужна вам именно сейчас, наилучшим образом.",,,,
Frontend Label,game/RulesModal.tsx,«Почему ты так поступил?»,,,,
Frontend Label,game/RulesModal.tsx,". И в отличие от обычной жизни, вам честно объяснят причины, подсвечивая важные уроки.""",,,,
Frontend Label,game/RulesModal.tsx,🎯 Техническая Цель,,,,
Frontend Label,game/RulesModal.tsx,Ваша задача — вырваться из «Крысиных бегов» на «Скоростную дорожку».,,,,
Frontend Label,game/RulesModal.tsx,💰 Финансы,,,,
Frontend Label,game/RulesModal.tsx,"Каждый раз, проходя или останавливаясь на клетке Payday, вы получаете свой Денежный Поток (Cashflow). (это как месяц вашей жизни)",,,,
Frontend Label,game/RulesModal.tsx,Кредит:,,,,
Frontend Label,game/RulesModal.tsx,"Вы можете брать кредит в банке (с шагом $1,000) под 10% в месяц. Кнопка «Банк» доступна в любой момент.",,,,
Frontend Label,game/RulesModal.tsx,Банкротство:,,,,
Frontend Label,game/RulesModal.tsx,"Если вы не можете оплатить долги и кредит недоступен — вы банкрот. Все ваши активы сгорают, и вы начинаете заново, но уже без возможности брать кредит.",,,,
Frontend Label,game/RulesModal.tsx,🎲 Клетки,,,,
Frontend Label,game/RulesModal.tsx,Сделка (Deal):,,,,
Frontend Label,game/RulesModal.tsx,"Возможность купить актив (Бизнес, Недвижимость, Акции). Малые сделки дешевле, Крупные — дороже, но доходнее.",,,,
Frontend Label,game/RulesModal.tsx,Рынок (Market):,,,,
Frontend Label,game/RulesModal.tsx,Возможность продать активы.,,,,
Frontend Label,game/RulesModal.tsx,Расходы (Doodad):,,,,
Frontend Label,game/RulesModal.tsx,Обязательные траты.,,,,
Frontend Label,game/RulesModal.tsx,Ребенок:,,,,
Frontend Label,game/RulesModal.tsx,Увеличивает ваши расходы на содержание семьи.,,,,
Frontend Label,game/RulesModal.tsx,🚀 Скоростная дорожка (Fast Track),,,,
Frontend Label,game/RulesModal.tsx,Как выйти:,,,,
Frontend Label,game/RulesModal.tsx,Пассивный Доход,,,,
Frontend Label,game/RulesModal.tsx,"Наличные: $200,000+",,,,
Frontend Label,game/RulesModal.tsx,После выполнения условий появится кнопка выхода.,,,,
Frontend Label,game/RulesModal.tsx,Условия Победы:,,,,
Frontend Label,game/RulesModal.tsx,2. Купить 2 бизнеса и свою Мечту.,,,,
Frontend Label,game/RulesModal.tsx,Рейтинг:,,,,
Frontend Label,game/RulesModal.tsx,"Игра продолжается даже после победы первого игрока!
                                Организатор завершает игру вручную, после чего формируется итоговая таблица лидеров (1-е место, 2-е место и т.д.).",,,,
Frontend Label,game/RulesModal.tsx,💰 Карточки и Бонусы,,,,
Frontend Label,game/RulesModal.tsx,Благотворительность:,,,,
Frontend Label,game/RulesModal.tsx,"Пожертвуйте 10% от общего дохода, чтобы бросать 1 или 2 кубика следующие 3 хода.",,,,
Frontend Label,game/RulesModal.tsx,А вы точно прочитали?,,,,
Frontend Label,game/RulesModal.tsx,очень помогут,,,,
Frontend Label,game/RulesModal.tsx,в игре.,,,,
Frontend Label,game/RulesModal.tsx,"setShowFastReadWarning(false)}
                                    className=""px-6 py-3 bg-emerald-600 hover:bg-emerald-500 text-white rounded-xl font-bold shadow-lg transition-all transform hover:scale-105""
                                >
                                    📖 Вернуться и дочитать",,,,
Frontend Label,game/RulesModal.tsx,"onConfirm && onConfirm()}
                                    className=""px-6 py-3 bg-slate-800 hover:bg-red-500/20 text-slate-400 hover:text-red-400 border border-slate-700 hover:border-red-500/50 rounded-xl font-bold transition-all text-sm""
                                >
                                    Да, я профи",,,,
Frontend Label,game/RulesModal.tsx,Карточки,,,,
Frontend Label,game/RulesModal.tsx,Малые,,,,
Frontend Label,game/RulesModal.tsx,Крупные,,,,
Frontend Label,game/RulesModal.tsx,Расходы,,,,
Frontend Label,game/RulesModal.tsx,"setActiveTab('RULES')}
                                className=""px-6 py-2 bg-slate-700 hover:bg-slate-600 text-white rounded-xl font-bold transition-all text-sm""
                            >
                                📜 Правила",,,,
Frontend Label,game/RulesModal.tsx,📜 Пролистайте вниз,,,,
Frontend Label,game/RulesModal.tsx,✅ Я прочитал!,,,,
Frontend Label,game/RulesModal.tsx,Игроки могут мешать или помогать — прямо как в жизни. Но в MONEO у вас есть преимущество: вы всегда можете спросить <span className=,,,,
Frontend Label,game/RulesModal.tsx,">
                                <li>Накопить Пассивный Доход <strong className=",,,,
Frontend Label,game/RulesModal.tsx,">
                                У нас будут опытные игроки, и эти знания вам <strong className=",,,,
Frontend Label,game/RulesModal.tsx,КАРТОЧКИ,,,,
Frontend Label,game/SquareInfoModal.tsx,{square.title || 'Клетка поля'},,,,
Frontend Label,game/SquareInfoModal.tsx,{square.description || 'Нет описания'},,,,
Frontend Label,game/SquareInfoModal.tsx,"Здесь вы можете купить или продать активы, если у вас есть соответствующие карточки.",,,,
Frontend Label,game/SquareInfoModal.tsx,"setGalleryType('MARKET')}
                                        className=""w-full text-[10px] bg-blue-600 hover:bg-blue-500 text-white py-2 rounded-lg transition-colors font-bold uppercase tracking-wider""
                                    >
                                        👀 Посмотреть рынок",,,,
Frontend Label,game/SquareInfoModal.tsx,Выберите тип сделки:,,,,
Frontend Label,game/SquareInfoModal.tsx,Малая Сделка,,,,
Frontend Label,game/SquareInfoModal.tsx,"setGalleryType('SMALL')}
                                            className=""text-[10px] bg-slate-800 hover:bg-slate-700 text-slate-300 py-2 rounded-lg transition-colors border border-slate-700 hover:text-white hover:border-slate-500""
                                        >
                                            👀 Посмотреть карты",,,,
Frontend Label,game/SquareInfoModal.tsx,"setGalleryType('BIG')}
                                            className=""text-[10px] bg-slate-800 hover:bg-slate-700 text-slate-300 py-2 rounded-lg transition-colors border border-slate-700 hover:text-white hover:border-slate-500""
                                        >
                                            👀 Посмотреть карты",,,,
Frontend Label,game/SquareInfoModal.tsx,Клетка поля,,,,
Frontend Label,game/SquareInfoModal.tsx,Нет описания,,,,
Frontend Label,game/TextChat.tsx,Чат комнаты,,,,
Frontend Label,game/TextChat.tsx,История игры,,,,
Frontend Label,game/TextChat.tsx,История событий,,,,
Frontend Label,game/TextChat.tsx,Написать сообщение...,,,,
Frontend Label,game/TransferCashModal.tsx,Перевод Денег,,,,
Frontend Label,game/TransferCashModal.tsx,Отправьте деньги другому игроку,,,,
Frontend Label,game/TransferCashModal.tsx,Ваш Баланс,,,,
Frontend Label,game/TransferCashModal.tsx,Получатель,,,,
Frontend Label,game/TransferCashModal.tsx,Сумма перевода,,,,
Frontend Label,game/TransferCashModal.tsx,"maxCash}
                    className=""w-full py-4 bg-gradient-to-r from-blue-600 to-indigo-600 disabled:opacity-50 disabled:cursor-not-allowed hover:from-blue-500 hover:to-indigo-500 text-white font-bold rounded-xl shadow-lg transition-all active:scale-[0.98] uppercase tracking-wider""
                >
                    Отправить",,,,
Frontend Label,game/TransferModal.tsx,Передача Актива,,,,
Frontend Label,game/TransferModal.tsx,Актив:,,,,
Frontend Label,game/TransferModal.tsx,+${asset.cashflow} / мес,,,,
Frontend Label,game/TransferModal.tsx,Кол-во для передачи:,,,,
Frontend Label,game/TransferModal.tsx,Кому передать?,,,,
Frontend Label,game/TransferModal.tsx,Нет других игроков,,,,
Frontend Label,game/TransferModal.tsx,Передать,,,,
Frontend Label,game/TutorialOverlay.tsx,{step.actionText || 'Далее'},,,,
Frontend Label,game/TutorialOverlay.tsx,Ход и Время,,,,
Frontend Label,game/TutorialOverlay.tsx,Здесь отображается чей сейчас ход и сколько времени осталось.,,,,
Frontend Label,game/TutorialOverlay.tsx,Бросок кубика,,,,
Frontend Label,game/TutorialOverlay.tsx,Нажмите,,,,
Frontend Label,game/TutorialOverlay.tsx,", чтобы сделать ход.",,,,
Frontend Label,game/TutorialOverlay.tsx,Игроки,,,,
Frontend Label,game/TutorialOverlay.tsx,"Нажмите на игрока, чтобы передать деньги или посмотреть профиль.",,,,
Frontend Label,game/TutorialOverlay.tsx,Баланс и Кредиты,,,,
Frontend Label,game/TutorialOverlay.tsx,"Ваш текущий баланс. Нажмите, чтобы открыть Банк, взять кредит или посмотреть расходы.",,,,
Frontend Label,game/TutorialOverlay.tsx,Активы,,,,
Frontend Label,game/TutorialOverlay.tsx,Здесь ваши бизнесы и недвижимость. В обучении вы можете получить случайный актив бесплатно!,,,,
Frontend Label,game/TutorialOverlay.tsx,Понятно,,,,
Frontend Label,game/TutorialOverlay.tsx,Меню,,,,
Frontend Label,game/TutorialOverlay.tsx,Здесь настройки звука и выход из игры.,,,,
Frontend Label,game/TutorialOverlay.tsx,Завершить,,,,
Frontend Label,game/VictoryModal.tsx,ПОБЕДА!,,,,
Frontend Label,game/VictoryModal.tsx,🎉 ПОЗДРАВЛЯЕМ! 🎉,,,,
Frontend Label,game/VictoryModal.tsx,Победитель,,,,
Frontend Label,game/VictoryModal.tsx,Денежный Поток,,,,
Frontend Label,game/VictoryModal.tsx,Наличные,,,,
Frontend Label,game/VictoryModal.tsx,"""Вы достигли финансовой свободы и осуществили свою мечту!""",,,,
Frontend Label,game/VictoryModal.tsx,Продолжить игру,,,,
Frontend Label,game/VictoryModal.tsx,Вы достигли финансовой свободы и осуществили свою мечту!,,,,
Frontend Label,game/VoiceControls.tsx,"{
                                e.stopPropagation();
                                onKick(player.id);
                                setShowMenu(false);
                            }}
                            className=""w-full text-[10px] text-red-400 hover:bg-red-500/20 px-2 py-1.5 rounded text-center transition-colors font-bold uppercase""
                        >
                            Исключить",,,,
Frontend Label,game/WinnerModal.tsx,{rank}-е место,,,,
Frontend Label,game/WinnerModal.tsx,ПРОДОЛЖИТЬ ИГРУ,,,,
Frontend Label,game/WinnerModal.tsx,"Вы можете остаться наблюдать или продолжить игру в ""песочнице""",,,,
Frontend Label,game/WinnerModal.tsx,">
                    Вы можете остаться наблюдать или продолжить игру в",,,,
Frontend Label,game/board.tsx,Загрузка игры...,,,,
Frontend Label,game/board.tsx,{!state ? 'Загрузка состояния...' : 'Загрузка игры...'},,,,
Frontend Label,game/board.tsx,Это ваш профиль,,,,
Frontend Label,game/board.tsx,"{
                                                            setAdminAction({ type: 'SKIP', player: selectedPlayerForMenu });
                                                            setSelectedPlayerForMenu(null);
                                                        }}
                                                        className=""bg-red-500/10 hover:bg-red-500/20 text-red-400 border border-red-500/20 rounded-xl py-3 font-bold text-[10px] uppercase transition-colors""
                                                    >
                                                        🚫 Пропустить",,,,
Frontend Label,game/board.tsx,"{
                                                            setAdminAction({ type: 'KICK', player: selectedPlayerForMenu });
                                                            setSelectedPlayerForMenu(null);
                                                        }}
                                                        className=""bg-slate-700/50 hover:bg-slate-700 text-slate-300 border border-slate-600/50 rounded-xl py-3 font-bold text-[10px] uppercase transition-colors""
                                                    >
                                                        👢 Выгнать",,,,
Frontend Label,game/board.tsx,"{
                                                            setAdminAction({ type: 'FORCE_MOVE', player: selectedPlayerForMenu });
                                                            setSelectedPlayerForMenu(null);
                                                        }}
                                                        className=""bg-blue-500/10 hover:bg-blue-500/20 text-blue-400 border border-blue-500/20 rounded-xl py-3 font-bold text-[10px] uppercase transition-colors""
                                                    >
                                                        🎲 Ход за него",,,,
Frontend Label,game/board.tsx,"{
                                                            setAdminAction({ type: 'TRANSFER_DEAL', player: selectedPlayerForMenu });
                                                            setSelectedPlayerForMenu(null);
                                                        }}
                                                        className=""bg-purple-500/10 hover:bg-purple-500/20 text-purple-400 border border-purple-500/20 rounded-xl py-3 font-bold text-[10px] uppercase transition-colors""
                                                    >
                                                        🤝 Передать сделку",,,,
Frontend Label,game/board.tsx,"{
                                                            setAdminAction({ type: 'GIFT', player: selectedPlayerForMenu });
                                                            setSelectedPlayerForMenu(null);
                                                        }}
                                                        className=""bg-green-500/10 hover:bg-green-500/20 text-green-400 border border-green-500/20 rounded-xl py-3 font-bold text-[10px] uppercase transition-colors col-span-2""
                                                    >
                                                        💵 Подарить деньги",,,,
Frontend Label,game/board.tsx,Профессия,,,,
Frontend Label,game/board.tsx,"{localPlayer.professionName === 'Entrepreneur' || localPlayer.professionName === 'ENTREPRENEUR' ? 'Предприниматель' :
                                                        (localPlayer.professionName === 'Manager' || localPlayer.professionName === 'MANAGER' ? 'Менеджер' : localPlayer.professionName)}",,,,
Frontend Label,game/board.tsx,Баланс,,,,
Frontend Label,game/board.tsx,Кредит,,,,
Frontend Label,game/board.tsx,Денежный поток,,,,
Frontend Label,game/board.tsx,Доход,,,,
Frontend Label,game/board.tsx,PAYDAY (Денежный поток),,,,
Frontend Label,game/board.tsx,/мес,,,,
Frontend Label,game/board.tsx,"Цель: +$50,000 (Нужно еще)",,,,
Frontend Label,game/board.tsx,Финансовая свобода,,,,
Frontend Label,game/board.tsx,Ваши Активы,,,,
Frontend Label,game/board.tsx,"socket.emit('tutorial_add_asset', { roomId })}
                                                    className=""w-full mb-3 bg-gradient-to-r from-yellow-500 to-amber-600 hover:from-yellow-400 hover:to-amber-500 text-black font-bold py-2 rounded-lg text-xs uppercase shadow-lg shadow-amber-500/20 active:scale-95 transition-all""
                                                >
                                                    🎲 Получить актив (Обучение)",,,,
Frontend Label,game/board.tsx,{a.quantity} шт,,,,
Frontend Label,game/board.tsx,Позиция: ${(a.cost * a.quantity).toLocaleString()},,,,
Frontend Label,game/board.tsx,"setTransferAssetItem({ item: a, index: i })}
                                                                className=""ml-2 p-1.5 hover:bg-slate-700/50 rounded-lg transition-colors text-slate-500 hover:text-blue-400""
                                                                title=""Передать актив""
                                                            >
                                                                ➡️",,,,
Frontend Label,game/board.tsx,Нет активов,,,,
Frontend Label,game/board.tsx,Ходит,,,,
Frontend Label,game/board.tsx,Лог событий,,,,
Frontend Label,game/board.tsx,Звук,,,,
Frontend Label,game/board.tsx,Полные Настройки,,,,
Frontend Label,game/board.tsx,{state.isPaused ? 'ПРОДОЛЖИТЬ' : 'ПАУЗА'},,,,
Frontend Label,game/board.tsx,ПЕРЕТАСОВАТЬ,,,,
Frontend Label,game/board.tsx,Выйти из игры,,,,
Frontend Label,game/board.tsx,Ход,,,,
Frontend Label,game/board.tsx,Выплата,,,,
Frontend Label,game/board.tsx,{localPlayer?.professionName || 'Загрузка...'},,,,
Frontend Label,game/board.tsx,БАНК (Баланс) 🏦,,,,
Frontend Label,game/board.tsx,Кредит 💳,,,,
Frontend Label,game/board.tsx,Ср: ${a.averageCost.toFixed(2)},,,,
Frontend Label,game/board.tsx,Поз: ${(a.cost * a.quantity).toLocaleString()},,,,
Frontend Label,game/board.tsx,Меню Игры,,,,
Frontend Label,game/board.tsx,ХОД ИГРОКА,,,,
Frontend Label,game/board.tsx,Открыть Рынок,,,,
Frontend Label,game/board.tsx,Открыть Трату,,,,
Frontend Label,game/board.tsx,{diceCount > 1 ? `Бросить (${diceCount})` : 'Бросить'},,,,
Frontend Label,game/board.tsx,Подключение...,,,,
Frontend Label,game/board.tsx,"Игра приостановлена администратором. Пожалуйста, ожидайте.",,,,
Frontend Label,game/board.tsx,{isMe ? 'Вы' : p.name},,,,
Frontend Label,game/board.tsx,ОТКРЫТЬ,,,,
Frontend Label,game/board.tsx,Выпало,,,,
Frontend Label,game/board.tsx,БРОСОК,,,,
Frontend Label,game/board.tsx,ДАЛЕЕ,,,,
Frontend Label,game/board.tsx,💬 Чат Игроков,,,,
Frontend Label,game/board.tsx,👶 Поздравляем! В семье ${state.lastEvent.payload?.player} пополнение!,,,,
Frontend Label,game/board.tsx,🎲 Семья ${state.lastEvent.payload?.player} пока не растет.,,,,
Frontend Label,game/board.tsx,Вы выиграли этот актив в лотерею! ${wonCard.description ||,,,,
Frontend Label,game/board.tsx,🚫 ${state.lastEvent.payload?.player} пропускает ход! (Осталось: ${state.lastEvent.payload?.remaining}),,,,
Frontend Label,game/board.tsx,🏆 ${state.lastEvent.payload?.player} ПОБЕДИЛ!,,,,
Frontend Label,game/board.tsx,🏆 ${data.state.lastEvent.payload?.player} ЗАНЯЛ ${data.state.rankings?.length || 1}-Е МЕСТО!,,,,
Frontend Label,game/board.tsx,Игра была отменена организатором.,,,,
Frontend Label,game/board.tsx,"Вы уверены, что хотите выйти? Если вы организатор, комната будет удалена.",,,,
Frontend Label,game/board.tsx,"Вы уверены, что хотите принудительно завершить игру и подсчитать рейтинги?",,,,
Frontend Label,game/board.tsx,Вы действительно хотите удалить этого игрока из игры?,,,,
Frontend Label,game/board.tsx,Принудительно завершить ход текущего игрока?,,,,
Frontend Label,game/board.tsx,Загрузка состояния...,,,,
Frontend Label,game/board.tsx,Предприниматель,,,,
Frontend Label,game/board.tsx,Менеджер,,,,
Frontend Label,game/board.tsx,Передать актив,,,,
Frontend Label,game/board.tsx,Пропуск хода,,,,
